ticket_id,type,title,status,description,project,owner,adr,sprint,priority,dependencies,created_date,resolved_date
PL20-145,Story,Add feature request endpoint to platform-logging,Done,"As a developer, we need to implement add feature request endpoint to platform-logging to support customer growth.",PRJ-021,EMP-121,,Sprint-2023-W04,Critical,"[""PL20-15""]",2023-02-05,2023-02-16
PL20-146,Story,Optimize user session timeouts in platform-logging,Done,"As a developer, we need to implement optimize user session timeouts in platform-logging to support customer growth.",PRJ-021,EMP-157,,Sprint-2024-W49,Critical,[],2024-12-22,2024-12-26
CD12-124,Task,Configure Prometheus alert rules for cloudsync-desktop,Done,Developer chore: configure prometheus alert rules for cloudsync-desktop.,PRJ-013,EMP-127,,Sprint-2024-W39,Critical,[],2024-10-18,2024-10-25
IA9-132,Story,Refactor API request validation for insightcrm-analytics,Done,"As a developer, we need to implement refactor api request validation for insightcrm-analytics to support customer growth.",PRJ-010,EMP-111,,Sprint-2023-W26,Medium,[],2023-07-10,2023-07-23
AP6-139,Story,Implement pagination for bulk queries in atlaspay-portal controller,Done,"As a developer, we need to implement implement pagination for bulk queries in atlaspay-portal controller to support customer growth.",PRJ-007,EMP-016,,Sprint-2022-W16,Critical,[],2022-04-25,2022-05-04
FP17-135,Task,Configure Prometheus alert rules for fusionerp-payroll,Done,Developer chore: configure prometheus alert rules for fusionerp-payroll.,PRJ-018,EMP-149,,Sprint-2022-W30,Critical,[],2022-08-07,2022-08-12
SS23-139,Story,Add feature request endpoint to security-scanner,Done,"As a developer, we need to implement add feature request endpoint to security-scanner to support customer growth.",PRJ-024,EMP-152,,Sprint-2022-W34,Medium,[],2022-08-29,2022-09-01
VP15-112,Story,Optimize user session timeouts in visionai-pipeline,Done,"As a developer, we need to implement optimize user session timeouts in visionai-pipeline to support customer growth.",PRJ-016,EMP-140,,Sprint-2023-W18,High,[],2023-05-12,2023-05-24
DCC-123,Story,Refactor API request validation for devops-ci-cd,Done,"As a developer, we need to implement refactor api request validation for devops-ci-cd to support customer growth.",PRJ-025,EMP-025,,Sprint-2021-W36,Medium,[],2021-09-14,2021-09-23
VI13-132,Task,Write integration tests for visionai-inference router,Done,Developer chore: write integration tests for visionai-inference router.,PRJ-014,EMP-244,,Sprint-2025-W23,Low,[],2025-06-21,2025-06-24
CD12-125,Story,Implement pagination for bulk queries in cloudsync-desktop controller,Done,"As a developer, we need to implement implement pagination for bulk queries in cloudsync-desktop controller to support customer growth.",PRJ-013,EMP-213,,Sprint-2024-W01,Critical,[],2024-01-26,2024-02-07
CD10-138,Story,Refactor API request validation for cloudsync-daemon,Done,"As a developer, we need to implement refactor api request validation for cloudsync-daemon to support customer growth.",PRJ-011,EMP-085,,Sprint-2021-W44,Critical,[],2021-11-06,2021-11-17
AG4-144,Story,Implement pagination for bulk queries in atlaspay-gateway controller,Done,"As a developer, we need to implement implement pagination for bulk queries in atlaspay-gateway controller to support customer growth.",PRJ-005,EMP-135,,Sprint-2024-W27,High,"[""AG4-39""]",2024-07-26,2024-07-29
PKM-103,Story,Optimize user session timeouts in platform-k8s-mesh,Open,"As a developer, we need to implement optimize user session timeouts in platform-k8s-mesh to support customer growth.",PRJ-020,EMP-056,,Sprint-2021-W06,Low,[],2021-02-14,
CD10-139,Task,Upgrade dependency libraries in cloudsync-daemon,Open,Developer chore: upgrade dependency libraries in cloudsync-daemon.,PRJ-011,EMP-218,,Sprint-2022-W18,Medium,[],2022-05-19,
IU8-138,Story,Optimize user session timeouts in insightcrm-ui,Done,"As a developer, we need to implement optimize user session timeouts in insightcrm-ui to support customer growth.",PRJ-009,EMP-197,,Sprint-2024-W17,Critical,[],2024-05-12,2024-05-21
FP17-136,Task,Document API endpoints in OpenAPISchema for fusionerp-payroll,In Progress,Developer chore: document api endpoints in openapischema for fusionerp-payroll.,PRJ-018,EMP-199,,Sprint-2021-W30,Medium,[],2021-07-31,
FF18-124,Story,Add feature request endpoint to fusionerp-frontend,Done,"As a developer, we need to implement add feature request endpoint to fusionerp-frontend to support customer growth.",PRJ-019,EMP-093,,Sprint-2022-W46,Medium,[],2022-11-30,2022-12-14
NA0-115,Bug,Resolve NullPointerException in novacommerce-api client,Done,Reported bug: resolve nullpointerexception in novacommerce-api client causing test failures in production environment.,PRJ-001,EMP-096,,Sprint-2025-W25,Medium,[],2025-07-05,2025-07-11
VT14-132,Bug,Resolve validation error on visionai-training post body parsing,Done,Reported bug: resolve validation error on visionai-training post body parsing causing test failures in production environment.,PRJ-015,EMP-101,,Sprint-2025-W47,High,[],2025-12-01,2025-12-10
IU8-139,Story,Refactor API request validation for insightcrm-ui,Done,"As a developer, we need to implement refactor api request validation for insightcrm-ui to support customer growth.",PRJ-009,EMP-148,,Sprint-2022-W48,Medium,[],2022-12-09,2022-12-21
DCC-124,Story,Integrate metrics reporting client in devops-ci-cd,Done,"As a developer, we need to implement integrate metrics reporting client in devops-ci-cd to support customer growth.",PRJ-025,EMP-128,,Sprint-2023-W32,High,[],2023-08-20,2023-08-26
AL5-132,Story,Add feature request endpoint to atlaspay-ledger,In Progress,"As a developer, we need to implement add feature request endpoint to atlaspay-ledger to support customer growth.",PRJ-006,EMP-135,,Sprint-2025-W29,High,[],2025-07-26,
PL20-147,Story,Implement pagination for bulk queries in platform-logging controller,Blocked,"As a developer, we need to implement implement pagination for bulk queries in platform-logging controller to support customer growth.",PRJ-021,EMP-171,,Sprint-2021-W00,Medium,[],2021-01-12,
FP17-137,Bug,Fix memory leak in fusionerp-payroll concurrency routine,In Progress,Reported bug: fix memory leak in fusionerp-payroll concurrency routine causing test failures in production environment.,PRJ-018,EMP-037,,Sprint-2025-W41,Medium,[],2025-10-25,
DCC-125,Story,Optimize user session timeouts in devops-ci-cd,Done,"As a developer, we need to implement optimize user session timeouts in devops-ci-cd to support customer growth.",PRJ-025,EMP-128,,Sprint-2023-W26,Critical,[],2023-07-06,2023-07-19
NA0-116,Task,Configure Prometheus alert rules for novacommerce-api,Done,Developer chore: configure prometheus alert rules for novacommerce-api.,PRJ-001,EMP-039,,Sprint-2024-W13,High,"[""NA0-74""]",2024-04-11,2024-04-15
NC3-128,Story,Optimize user session timeouts in novacommerce-checkout,Open,"As a developer, we need to implement optimize user session timeouts in novacommerce-checkout to support customer growth.",PRJ-004,EMP-223,,Sprint-2025-W45,High,"[""NC3-26""]",2025-11-15,
IA9-133,Bug,Resolve NullPointerException in insightcrm-analytics client,Open,Reported bug: resolve nullpointerexception in insightcrm-analytics client causing test failures in production environment.,PRJ-010,EMP-012,,Sprint-2023-W30,High,[],2023-08-04,
VT14-133,Bug,Fix broken CSS styles in visionai-training dashboard view,Open,Reported bug: fix broken css styles in visionai-training dashboard view causing test failures in production environment.,PRJ-015,EMP-162,,Sprint-2021-W38,Low,[],2021-10-08,
NU1-139,Story,Implement pagination for bulk queries in novacommerce-ui controller,Done,"As a developer, we need to implement implement pagination for bulk queries in novacommerce-ui controller to support customer growth.",PRJ-002,EMP-015,,Sprint-2022-W06,Medium,[],2022-02-21,2022-03-03
AG4-145,Task,Security scanning of Docker base images for atlaspay-gateway,Done,Developer chore: security scanning of docker base images for atlaspay-gateway.,PRJ-005,EMP-207,,Sprint-2022-W04,Medium,[],2022-01-31,2022-02-13
CD10-140,Story,Implement pagination for bulk queries in cloudsync-daemon controller,In Progress,"As a developer, we need to implement implement pagination for bulk queries in cloudsync-daemon controller to support customer growth.",PRJ-011,EMP-206,,Sprint-2023-W10,Critical,"[""CD10-51""]",2023-03-20,
VI13-133,Task,Upgrade dependency libraries in visionai-inference,Done,Developer chore: upgrade dependency libraries in visionai-inference.,PRJ-014,EMP-078,,Sprint-2024-W39,Critical,[],2024-10-06,2024-10-09
AG4-146,Story,Refactor API request validation for atlaspay-gateway,Done,"As a developer, we need to implement refactor api request validation for atlaspay-gateway to support customer growth.",PRJ-005,EMP-011,,Sprint-2025-W35,High,[],2025-09-19,2025-09-23
IU8-140,Task,Write integration tests for insightcrm-ui router,Blocked,Developer chore: write integration tests for insightcrm-ui router.,PRJ-009,EMP-148,,Sprint-2025-W45,Medium,[],2025-11-17,
VT14-134,Task,Security scanning of Docker base images for visionai-training,Open,Developer chore: security scanning of docker base images for visionai-training.,PRJ-015,EMP-024,,Sprint-2023-W06,Medium,[],2023-02-20,
VP15-113,Task,Configure Prometheus alert rules for visionai-pipeline,Done,Developer chore: configure prometheus alert rules for visionai-pipeline.,PRJ-016,EMP-042,,Sprint-2024-W29,Medium,[],2024-07-30,2024-08-11
PKM-104,Bug,Fix broken CSS styles in platform-k8s-mesh dashboard view,Done,Reported bug: fix broken css styles in platform-k8s-mesh dashboard view causing test failures in production environment.,PRJ-020,EMP-194,,Backlog,Medium,[],2025-12-30,2026-01-07
SAP-146,Bug,Fix broken CSS styles in security-auth-proxy dashboard view,Done,Reported bug: fix broken css styles in security-auth-proxy dashboard view causing test failures in production environment.,PRJ-023,EMP-091,,Sprint-2021-W32,Medium,[],2021-08-21,2021-09-04
FF18-125,Bug,Fix broken CSS styles in fusionerp-frontend dashboard view,Done,Reported bug: fix broken css styles in fusionerp-frontend dashboard view causing test failures in production environment.,PRJ-019,EMP-019,,Sprint-2023-W04,Low,[],2023-02-06,2023-02-12
VP15-114,Story,Integrate metrics reporting client in visionai-pipeline,Done,"As a developer, we need to implement integrate metrics reporting client in visionai-pipeline to support customer growth.",PRJ-016,EMP-020,,Sprint-2023-W50,Low,[],2023-12-23,2024-01-05
PL20-148,Task,Upgrade dependency libraries in platform-logging,Done,Developer chore: upgrade dependency libraries in platform-logging.,PRJ-021,EMP-026,,Sprint-2025-W05,High,[],2025-02-14,2025-02-16
IU8-141,Story,Refactor API request validation for insightcrm-ui,Open,"As a developer, we need to implement refactor api request validation for insightcrm-ui to support customer growth.",PRJ-009,EMP-197,,Sprint-2022-W48,Critical,"[""IU8-55""]",2022-12-15,
CD10-141,Story,Optimize user session timeouts in cloudsync-daemon,Done,"As a developer, we need to implement optimize user session timeouts in cloudsync-daemon to support customer growth.",PRJ-011,EMP-013,,Sprint-2024-W27,High,[],2024-07-23,2024-08-01
CD10-142,Story,Add feature request endpoint to cloudsync-daemon,Done,"As a developer, we need to implement add feature request endpoint to cloudsync-daemon to support customer growth.",PRJ-011,EMP-085,,Sprint-2021-W14,Low,[],2021-04-13,2021-04-16
FC16-95,Bug,Resolve NullPointerException in fusionerp-core client,Done,Reported bug: resolve nullpointerexception in fusionerp-core client causing test failures in production environment.,PRJ-017,EMP-069,,Sprint-2023-W06,Critical,[],2023-02-21,2023-03-03
NC2-158,Bug,Fix memory leak in novacommerce-cart concurrency routine,Open,Reported bug: fix memory leak in novacommerce-cart concurrency routine causing test failures in production environment.,PRJ-003,EMP-010,,Sprint-2024-W19,Medium,[],2024-05-30,
PKM-105,Task,Document API endpoints in OpenAPISchema for platform-k8s-mesh,Done,Developer chore: document api endpoints in openapischema for platform-k8s-mesh.,PRJ-020,EMP-138,,Sprint-2024-W05,Critical,"[""PKM-67""]",2024-02-19,2024-02-22
CD12-126,Story,Integrate metrics reporting client in cloudsync-desktop,Done,"As a developer, we need to implement integrate metrics reporting client in cloudsync-desktop to support customer growth.",PRJ-013,EMP-211,,Sprint-2025-W23,Critical,[],2025-06-25,2025-07-06
CD12-127,Story,Optimize user session timeouts in cloudsync-desktop,Done,"As a developer, we need to implement optimize user session timeouts in cloudsync-desktop to support customer growth.",PRJ-013,EMP-213,,Sprint-2024-W11,Medium,"[""CD12-112""]",2024-04-01,2024-04-09
NU1-140,Task,Security scanning of Docker base images for novacommerce-ui,Blocked,Developer chore: security scanning of docker base images for novacommerce-ui.,PRJ-002,EMP-015,,Sprint-2025-W43,High,[],2025-11-07,
AP6-140,Story,Implement pagination for bulk queries in atlaspay-portal controller,Done,"As a developer, we need to implement implement pagination for bulk queries in atlaspay-portal controller to support customer growth.",PRJ-007,EMP-107,,Sprint-2024-W31,Low,[],2024-08-11,2024-08-18
AG4-147,Task,Security scanning of Docker base images for atlaspay-gateway,Blocked,Developer chore: security scanning of docker base images for atlaspay-gateway.,PRJ-005,EMP-159,,Sprint-2022-W20,Medium,[],2022-05-21,
DCC-126,Task,Write integration tests for devops-ci-cd router,Done,Developer chore: write integration tests for devops-ci-cd router.,PRJ-025,EMP-074,,Sprint-2021-W46,Medium,[],2021-12-01,2021-12-04
DCC-127,Task,Configure Prometheus alert rules for devops-ci-cd,Done,Developer chore: configure prometheus alert rules for devops-ci-cd.,PRJ-025,EMP-176,,Sprint-2022-W44,Low,[],2022-11-18,2022-11-28
VI13-134,Story,Optimize user session timeouts in visionai-inference,Done,"As a developer, we need to implement optimize user session timeouts in visionai-inference to support customer growth.",PRJ-014,EMP-222,,Sprint-2023-W36,Medium,[],2023-09-21,2023-09-23
FC16-96,Story,Implement pagination for bulk queries in fusionerp-core controller,Done,"As a developer, we need to implement implement pagination for bulk queries in fusionerp-core controller to support customer growth.",PRJ-017,EMP-199,,Sprint-2021-W44,Medium,[],2021-11-19,2021-11-27
PL20-149,Story,Add feature request endpoint to platform-logging,In Progress,"As a developer, we need to implement add feature request endpoint to platform-logging to support customer growth.",PRJ-021,EMP-099,,Sprint-2022-W40,High,[],2022-10-11,
AG4-148,Bug,Resolve validation error on atlaspay-gateway post body parsing,Done,Reported bug: resolve validation error on atlaspay-gateway post body parsing causing test failures in production environment.,PRJ-005,EMP-135,,Sprint-2023-W04,Critical,[],2023-01-30,2023-02-01
VT14-135,Bug,Fix memory leak in visionai-training concurrency routine,Done,Reported bug: fix memory leak in visionai-training concurrency routine causing test failures in production environment.,PRJ-015,EMP-234,,Sprint-2021-W02,Critical,[],2021-01-16,2021-01-28
IA7-137,Task,Document API endpoints in OpenAPISchema for insightcrm-api,In Progress,Developer chore: document api endpoints in openapischema for insightcrm-api.,PRJ-008,EMP-111,,Sprint-2024-W51,Critical,[],2025-01-04,
SS23-140,Bug,Resolve validation error on security-scanner post body parsing,Done,Reported bug: resolve validation error on security-scanner post body parsing causing test failures in production environment.,PRJ-024,EMP-072,,Sprint-2021-W32,High,[],2021-08-26,2021-09-08
PL20-150,Task,Upgrade dependency libraries in platform-logging,In Progress,Developer chore: upgrade dependency libraries in platform-logging.,PRJ-021,EMP-121,,Sprint-2023-W08,Low,"[""PL20-22""]",2023-03-10,
AG4-149,Story,Refactor API request validation for atlaspay-gateway,Done,"As a developer, we need to implement refactor api request validation for atlaspay-gateway to support customer growth.",PRJ-005,EMP-123,,Sprint-2025-W31,High,[],2025-08-22,2025-09-03
AP6-141,Bug,Resolve NullPointerException in atlaspay-portal client,In Progress,Reported bug: resolve nullpointerexception in atlaspay-portal client causing test failures in production environment.,PRJ-007,EMP-073,,Sprint-2021-W14,Critical,[],2021-04-17,
NC3-129,Task,Security scanning of Docker base images for novacommerce-checkout,Open,Developer chore: security scanning of docker base images for novacommerce-checkout.,PRJ-004,EMP-223,,Sprint-2025-W33,Critical,[],2025-09-05,
VP15-115,Story,Implement pagination for bulk queries in visionai-pipeline controller,Done,"As a developer, we need to implement implement pagination for bulk queries in visionai-pipeline controller to support customer growth.",PRJ-016,EMP-233,,Sprint-2023-W02,Critical,[],2023-01-18,2023-01-26
VI13-135,Story,Optimize user session timeouts in visionai-inference,Done,"As a developer, we need to implement optimize user session timeouts in visionai-inference to support customer growth.",PRJ-014,EMP-222,,Sprint-2024-W19,Critical,[],2024-05-28,2024-06-02
IU8-142,Story,Refactor API request validation for insightcrm-ui,Done,"As a developer, we need to implement refactor api request validation for insightcrm-ui to support customer growth.",PRJ-009,EMP-163,,Sprint-2024-W21,Medium,[],2024-06-13,2024-06-17
CD12-128,Task,Write integration tests for cloudsync-desktop router,Done,Developer chore: write integration tests for cloudsync-desktop router.,PRJ-013,EMP-106,,Sprint-2023-W02,Critical,[],2023-01-17,2023-01-21
FF18-126,Story,Refactor API request validation for fusionerp-frontend,Done,"As a developer, we need to implement refactor api request validation for fusionerp-frontend to support customer growth.",PRJ-019,EMP-093,,Sprint-2022-W22,Low,[],2022-06-14,2022-06-27
PM21-148,Story,Integrate metrics reporting client in platform-monitoring,Done,"As a developer, we need to implement integrate metrics reporting client in platform-monitoring to support customer growth.",PRJ-022,EMP-099,,Sprint-2021-W14,High,"[""PM21-85""]",2021-04-13,2021-04-16
NU1-141,Task,Write integration tests for novacommerce-ui router,Done,Developer chore: write integration tests for novacommerce-ui router.,PRJ-002,EMP-015,,Sprint-2021-W26,Low,"[""NU1-130""]",2021-07-16,2021-07-24
NU1-142,Story,Implement pagination for bulk queries in novacommerce-ui controller,Done,"As a developer, we need to implement implement pagination for bulk queries in novacommerce-ui controller to support customer growth.",PRJ-002,EMP-231,,Sprint-2022-W48,Medium,[],2022-12-16,2022-12-23
FP17-138,Bug,Fix transaction rollback failure in fusionerp-payroll checkout flow,Done,Reported bug: fix transaction rollback failure in fusionerp-payroll checkout flow causing test failures in production environment.,PRJ-018,EMP-062,,Sprint-2022-W06,High,[],2022-02-21,2022-03-06
VP15-116,Bug,Resolve NullPointerException in visionai-pipeline client,Done,Reported bug: resolve nullpointerexception in visionai-pipeline client causing test failures in production environment.,PRJ-016,EMP-060,,Sprint-2024-W17,Low,[],2024-05-14,2024-05-23
IU8-143,Story,Optimize user session timeouts in insightcrm-ui,Open,"As a developer, we need to implement optimize user session timeouts in insightcrm-ui to support customer growth.",PRJ-009,EMP-197,,Sprint-2024-W49,Critical,[],2024-12-26,
NA0-117,Bug,Resolve NullPointerException in novacommerce-api client,In Progress,Reported bug: resolve nullpointerexception in novacommerce-api client causing test failures in production environment.,PRJ-001,EMP-175,,Sprint-2021-W26,Medium,[],2021-07-07,
AG4-150,Task,Configure Prometheus alert rules for atlaspay-gateway,Done,Developer chore: configure prometheus alert rules for atlaspay-gateway.,PRJ-005,EMP-135,,Sprint-2021-W40,Critical,[],2021-10-18,2021-10-29
SS23-141,Story,Add feature request endpoint to security-scanner,Done,"As a developer, we need to implement add feature request endpoint to security-scanner to support customer growth.",PRJ-024,EMP-126,,Sprint-2021-W36,Low,[],2021-09-21,2021-10-04
PM21-149,Task,Upgrade dependency libraries in platform-monitoring,Done,Developer chore: upgrade dependency libraries in platform-monitoring.,PRJ-022,EMP-235,,Sprint-2021-W04,Critical,[],2021-02-12,2021-02-18
CD12-129,Task,Configure Prometheus alert rules for cloudsync-desktop,Done,Developer chore: configure prometheus alert rules for cloudsync-desktop.,PRJ-013,EMP-018,,Sprint-2022-W40,Low,[],2022-10-17,2022-10-23
AG4-151,Story,Optimize user session timeouts in atlaspay-gateway,Done,"As a developer, we need to implement optimize user session timeouts in atlaspay-gateway to support customer growth.",PRJ-005,EMP-179,,Sprint-2021-W32,Medium,[],2021-08-23,2021-08-28
VI13-136,Bug,Fix memory leak in visionai-inference concurrency routine,In Progress,Reported bug: fix memory leak in visionai-inference concurrency routine causing test failures in production environment.,PRJ-014,EMP-183,,Sprint-2022-W10,Medium,[],2022-03-21,
NU1-143,Task,Document API endpoints in OpenAPISchema for novacommerce-ui,Done,Developer chore: document api endpoints in openapischema for novacommerce-ui.,PRJ-002,EMP-015,,Sprint-2024-W15,Medium,"[""NU1-1""]",2024-04-21,2024-05-01
IA9-134,Bug,Resolve validation error on insightcrm-analytics post body parsing,Done,Reported bug: resolve validation error on insightcrm-analytics post body parsing causing test failures in production environment.,PRJ-010,EMP-012,,Sprint-2023-W50,Medium,[],2023-12-25,2024-01-01
IU8-144,Story,Optimize user session timeouts in insightcrm-ui,Done,"As a developer, we need to implement optimize user session timeouts in insightcrm-ui to support customer growth.",PRJ-009,EMP-148,,Sprint-2024-W01,Low,[],2024-01-19,2024-01-21
SAP-147,Story,Implement pagination for bulk queries in security-auth-proxy controller,Done,"As a developer, we need to implement implement pagination for bulk queries in security-auth-proxy controller to support customer growth.",PRJ-023,EMP-177,,Sprint-2023-W24,Critical,[],2023-06-28,2023-07-06
PL20-151,Story,Implement pagination for bulk queries in platform-logging controller,Blocked,"As a developer, we need to implement implement pagination for bulk queries in platform-logging controller to support customer growth.",PRJ-021,EMP-099,,Sprint-2025-W21,Medium,[],2025-06-04,
CS11-124,Bug,Fix broken CSS styles in cloudsync-storage dashboard view,In Progress,Reported bug: fix broken css styles in cloudsync-storage dashboard view causing test failures in production environment.,PRJ-012,EMP-218,,Sprint-2025-W43,High,[],2025-11-07,
NA0-118,Bug,Fix memory leak in novacommerce-api concurrency routine,Blocked,Reported bug: fix memory leak in novacommerce-api concurrency routine causing test failures in production environment.,PRJ-001,EMP-039,,Sprint-2024-W51,Low,"[""NA0-45""]",2025-01-10,
PM21-150,Task,Document API endpoints in OpenAPISchema for platform-monitoring,Open,Developer chore: document api endpoints in openapischema for platform-monitoring.,PRJ-022,EMP-121,,Sprint-2022-W08,Low,[],2022-03-11,
AP6-142,Task,Upgrade dependency libraries in atlaspay-portal,Blocked,Developer chore: upgrade dependency libraries in atlaspay-portal.,PRJ-007,EMP-107,,Sprint-2024-W23,High,[],2024-06-21,
NC3-130,Task,Document API endpoints in OpenAPISchema for novacommerce-checkout,Done,Developer chore: document api endpoints in openapischema for novacommerce-checkout.,PRJ-004,EMP-223,,Sprint-2021-W40,Critical,[],2021-10-14,2021-10-22
CS11-125,Task,Document API endpoints in OpenAPISchema for cloudsync-storage,In Progress,Developer chore: document api endpoints in openapischema for cloudsync-storage.,PRJ-012,EMP-013,,Sprint-2025-W11,Critical,[],2025-04-01,
NC3-131,Task,Security scanning of Docker base images for novacommerce-checkout,Done,Developer chore: security scanning of docker base images for novacommerce-checkout.,PRJ-004,EMP-175,,Sprint-2023-W34,Medium,[],2023-09-08,2023-09-22
VI13-137,Bug,Resolve NullPointerException in visionai-inference client,Done,Reported bug: resolve nullpointerexception in visionai-inference client causing test failures in production environment.,PRJ-014,EMP-198,,Sprint-2023-W22,High,[],2023-06-05,2023-06-19
AL5-133,Story,Implement pagination for bulk queries in atlaspay-ledger controller,Done,"As a developer, we need to implement implement pagination for bulk queries in atlaspay-ledger controller to support customer growth.",PRJ-006,EMP-123,,Sprint-2023-W12,Medium,[],2023-04-03,2023-04-11
SAP-148,Task,Upgrade dependency libraries in security-auth-proxy,Done,Developer chore: upgrade dependency libraries in security-auth-proxy.,PRJ-023,EMP-091,,Sprint-2024-W09,Critical,[],2024-03-13,2024-03-21
CD10-143,Story,Integrate metrics reporting client in cloudsync-daemon,Done,"As a developer, we need to implement integrate metrics reporting client in cloudsync-daemon to support customer growth.",PRJ-011,EMP-218,,Sprint-2024-W03,Low,[],2024-02-02,2024-02-13
CD10-144,Task,Document API endpoints in OpenAPISchema for cloudsync-daemon,Done,Developer chore: document api endpoints in openapischema for cloudsync-daemon.,PRJ-011,EMP-085,,Sprint-2021-W30,High,[],2021-08-06,2021-08-15
VI13-138,Story,Integrate metrics reporting client in visionai-inference,Done,"As a developer, we need to implement integrate metrics reporting client in visionai-inference to support customer growth.",PRJ-014,EMP-189,,Sprint-2024-W19,Critical,[],2024-05-20,2024-05-25
CS11-126,Bug,Fix memory leak in cloudsync-storage concurrency routine,Done,Reported bug: fix memory leak in cloudsync-storage concurrency routine causing test failures in production environment.,PRJ-012,EMP-013,,Sprint-2023-W50,High,[],2023-12-26,2024-01-08
IA9-135,Story,Integrate metrics reporting client in insightcrm-analytics,Done,"As a developer, we need to implement integrate metrics reporting client in insightcrm-analytics to support customer growth.",PRJ-010,EMP-041,,Sprint-2023-W24,Critical,[],2023-06-22,2023-07-03
NC2-159,Bug,Fix broken CSS styles in novacommerce-cart dashboard view,Open,Reported bug: fix broken css styles in novacommerce-cart dashboard view causing test failures in production environment.,PRJ-003,EMP-202,,Sprint-2021-W40,High,[],2021-10-12,
FP17-139,Task,Configure Prometheus alert rules for fusionerp-payroll,In Progress,Developer chore: configure prometheus alert rules for fusionerp-payroll.,PRJ-018,EMP-220,,Sprint-2021-W22,Low,[],2021-06-14,
NU1-144,Story,Integrate metrics reporting client in novacommerce-ui,Done,"As a developer, we need to implement integrate metrics reporting client in novacommerce-ui to support customer growth.",PRJ-002,EMP-087,,Sprint-2024-W33,Low,[],2024-08-27,2024-08-31
PKM-106,Task,Document API endpoints in OpenAPISchema for platform-k8s-mesh,Done,Developer chore: document api endpoints in openapischema for platform-k8s-mesh.,PRJ-020,EMP-204,,Sprint-2021-W52,Critical,[],2022-01-06,2022-01-08
PL20-152,Story,Optimize user session timeouts in platform-logging,Done,"As a developer, we need to implement optimize user session timeouts in platform-logging to support customer growth.",PRJ-021,EMP-121,,Sprint-2021-W40,Low,[],2021-10-17,2021-10-24
NC2-160,Task,Write integration tests for novacommerce-cart router,Done,Developer chore: write integration tests for novacommerce-cart router.,PRJ-003,EMP-223,,Sprint-2023-W10,Low,[],2023-03-13,2023-03-24
NA0-119,Story,Optimize user session timeouts in novacommerce-api,Done,"As a developer, we need to implement optimize user session timeouts in novacommerce-api to support customer growth.",PRJ-001,EMP-202,,Sprint-2024-W31,High,[],2024-08-10,2024-08-14
AP6-143,Story,Add feature request endpoint to atlaspay-portal,Done,"As a developer, we need to implement add feature request endpoint to atlaspay-portal to support customer growth.",PRJ-007,EMP-248,,Sprint-2022-W08,Low,[],2022-03-08,2022-03-16
NU1-145,Story,Optimize user session timeouts in novacommerce-ui,Done,"As a developer, we need to implement optimize user session timeouts in novacommerce-ui to support customer growth.",PRJ-002,EMP-231,,Sprint-2023-W40,Medium,[],2023-10-18,2023-11-01
AL5-134,Bug,Fix transaction rollback failure in atlaspay-ledger checkout flow,Done,Reported bug: fix transaction rollback failure in atlaspay-ledger checkout flow causing test failures in production environment.,PRJ-006,EMP-179,,Sprint-2024-W33,Medium,[],2024-08-26,2024-09-04
VP15-117,Bug,Fix broken CSS styles in visionai-pipeline dashboard view,Done,Reported bug: fix broken css styles in visionai-pipeline dashboard view causing test failures in production environment.,PRJ-016,EMP-076,,Sprint-2025-W05,Low,[],2025-02-13,2025-02-22
SAP-149,Story,Integrate metrics reporting client in security-auth-proxy,Done,"As a developer, we need to implement integrate metrics reporting client in security-auth-proxy to support customer growth.",PRJ-023,EMP-115,,Sprint-2024-W29,High,[],2024-08-07,2024-08-14
PM21-151,Task,Security scanning of Docker base images for platform-monitoring,Done,Developer chore: security scanning of docker base images for platform-monitoring.,PRJ-022,EMP-137,,Sprint-2023-W40,Low,[],2023-10-13,2023-10-22
CS11-127,Task,Upgrade dependency libraries in cloudsync-storage,Done,Developer chore: upgrade dependency libraries in cloudsync-storage.,PRJ-012,EMP-144,,Sprint-2022-W20,Medium,[],2022-06-03,2022-06-09
VI13-139,Bug,Fix transaction rollback failure in visionai-inference checkout flow,Done,Reported bug: fix transaction rollback failure in visionai-inference checkout flow causing test failures in production environment.,PRJ-014,EMP-224,,Sprint-2023-W52,Critical,[],2024-01-04,2024-01-09
IU8-145,Task,Configure Prometheus alert rules for insightcrm-ui,Done,Developer chore: configure prometheus alert rules for insightcrm-ui.,PRJ-009,EMP-163,,Sprint-2025-W19,Medium,[],2025-05-30,2025-06-11
VI13-140,Task,Document API endpoints in OpenAPISchema for visionai-inference,Done,Developer chore: document api endpoints in openapischema for visionai-inference.,PRJ-014,EMP-183,,Sprint-2025-W39,Critical,[],2025-10-17,2025-10-23
IA7-138,Story,Implement pagination for bulk queries in insightcrm-api controller,Done,"As a developer, we need to implement implement pagination for bulk queries in insightcrm-api controller to support customer growth.",PRJ-008,EMP-250,,Sprint-2025-W41,Critical,[],2025-10-29,2025-10-31
PKM-107,Story,Refactor API request validation for platform-k8s-mesh,Done,"As a developer, we need to implement refactor api request validation for platform-k8s-mesh to support customer growth.",PRJ-020,EMP-194,,Sprint-2021-W46,Medium,[],2021-11-22,2021-11-28
SS23-142,Story,Refactor API request validation for security-scanner,Done,"As a developer, we need to implement refactor api request validation for security-scanner to support customer growth.",PRJ-024,EMP-132,,Sprint-2024-W17,Low,[],2024-05-07,2024-05-14
