incident_id,cause,root_cause,severity,timeline,resolution,linked_deployment,linked_pr,linked_adr,lessons_learned
INC-0278,Cache stampede in platform-k8s-mesh for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-11-15 12:14:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-11-15 12:23:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-11-15 13:07:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-11-15 13:59:00""}]",Applied mitigation at 13:07:00 by rolling back production deployment DEP-0576 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0576,PR-0284,ADR-0068,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0279,Unoptimized query on security-auth-proxy database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-11-15 16:42:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-11-15 16:44:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-11-15 17:47:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-11-15 21:39:00""}]",Applied mitigation at 17:47:00 by rolling back production deployment DEP-0578 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0578,PR-0293,,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0280,Cache stampede in cloudsync-daemon for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-11-17 17:37:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-11-17 17:42:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-11-17 18:57:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-11-17 22:10:00""}]",Applied mitigation at 18:57:00 by rolling back production deployment DEP-0580 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0580,PR-0294,,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0281,Routing loop in Istio service mesh for fusionerp-frontend,A misconfigured VirtualService manifest in Terraform caused traffic to cycle between the canary deployment and the main service. Latency spiked and error rates reached 100% due to maximum hop recursion.,P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-11-18 16:27:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-11-18 16:34:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-11-18 17:14:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-11-18 18:16:00""}]",Applied mitigation at 17:14:00 by rolling back production deployment DEP-0582 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0582,PR-0300,,Add deployment linting checks for mesh configurations. Implement dry-run verification steps in CI/CD pipeline before applying mesh routes.
INC-0282,Unoptimized query on insightcrm-api database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-11-18 22:18:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-11-18 22:23:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-11-18 23:51:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-11-19 00:46:00""}]",Applied mitigation at 23:51:00 by rolling back production deployment DEP-0584 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0584,PR-0301,,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0283,Routing loop in Istio service mesh for devops-ci-cd,A misconfigured VirtualService manifest in Terraform caused traffic to cycle between the canary deployment and the main service. Latency spiked and error rates reached 100% due to maximum hop recursion.,P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-11-19 04:10:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-11-19 04:21:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-11-19 05:49:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-11-19 06:32:00""}]",Applied mitigation at 05:49:00 by rolling back production deployment DEP-0586 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0586,PR-0299,,Add deployment linting checks for mesh configurations. Implement dry-run verification steps in CI/CD pipeline before applying mesh routes.
INC-0284,Unoptimized query on atlaspay-portal database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-11-22 04:05:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-11-22 04:08:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-11-22 05:37:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-11-22 09:21:00""}]",Applied mitigation at 05:37:00 by rolling back production deployment DEP-0588 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0588,PR-0303,ADR-0073,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0285,Message lag spike on Kafka partition for visionai-training,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-11-23 05:39:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-11-23 05:43:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-11-23 06:33:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-11-23 08:49:00""}]",Applied mitigation at 06:33:00 by rolling back production deployment DEP-0590 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0590,PR-0297,ADR-0072,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0286,Message lag spike on Kafka partition for visionai-training,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-11-25 08:41:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-11-25 08:56:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-11-25 10:18:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-11-25 13:01:00""}]",Applied mitigation at 10:18:00 by rolling back production deployment DEP-0592 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0592,PR-0298,ADR-0072,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0287,Cache stampede in fusionerp-core for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-11-27 08:56:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-11-27 09:04:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-11-27 10:16:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-11-27 10:57:00""}]",Applied mitigation at 10:16:00 by rolling back production deployment DEP-0594 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0594,PR-0304,,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0288,Database connection pool exhaustion on atlaspay-portal,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on database, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-11-27 22:23:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-11-27 22:37:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-11-27 23:46:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-11-28 02:50:00""}]",Applied mitigation at 23:46:00 by rolling back production deployment DEP-0596 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0596,PR-0307,ADR-0073,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0289,Unoptimized query on visionai-pipeline database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-11-28 12:26:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-11-28 12:31:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-11-28 13:51:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-11-28 14:39:00""}]",Applied mitigation at 13:51:00 by rolling back production deployment DEP-0600 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0600,PR-0275,ADR-0066,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0290,Message lag spike on Kafka partition for visionai-inference,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-11-28 12:59:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-11-28 13:08:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-11-28 13:23:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-11-28 16:48:00""}]",Applied mitigation at 13:23:00 by rolling back production deployment DEP-0598 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0598,PR-0274,ADR-0067,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0291,Cache stampede in platform-k8s-mesh for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-11-29 07:20:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-11-29 07:27:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-11-29 07:46:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-11-29 10:39:00""}]",Applied mitigation at 07:46:00 by rolling back production deployment DEP-0603 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0603,PR-0276,ADR-0068,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0292,Cache stampede in devops-ci-cd for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-11-29 16:37:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-11-29 16:45:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-11-29 17:31:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-11-29 19:19:00""}]",Applied mitigation at 17:31:00 by rolling back production deployment DEP-0605 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0605,PR-0302,,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0293,Out of memory (OOM) crash in security-auth-proxy pod during batch processing,A memory leak in the Go/Python worker loop processing batch uploads. The worker accumulated pointers in a global slice and did not trigger garbage collection timely. Pod reached K8s limit (2Gi) and got OOMKilled.,P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-11-30 15:20:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-11-30 15:26:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-11-30 16:45:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-11-30 18:38:00""}]",Applied mitigation at 16:45:00 by rolling back production deployment DEP-0607 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0607,PR-0278,ADR-0069,"Profile heap usage during batch tasks, reuse object buffers, and add strict memory limits to K8s configs with warnings at 80% usage."
INC-0294,Database connection pool exhaustion on security-scanner,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on database, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-01 09:22:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-01 09:29:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-12-01 10:05:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-01 14:05:00""}]",Applied mitigation at 10:05:00 by rolling back production deployment DEP-0609 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0609,PR-0281,ADR-0070,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0295,Database connection pool exhaustion on insightcrm-api,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on MongoDB, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-02 02:23:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-02 02:26:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-12-02 03:39:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-02 05:42:00""}]",Applied mitigation at 03:39:00 by rolling back production deployment DEP-0611 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0611,PR-0285,ADR-0071,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0296,Database connection pool exhaustion on atlaspay-ledger,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on PostgreSQL, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-03 07:43:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-03 07:55:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-12-03 08:40:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-03 10:33:00""}]",Applied mitigation at 08:40:00 by rolling back production deployment DEP-0613 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0613,PR-0310,ADR-0074,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0297,Unoptimized query on devops-ci-cd database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-04 20:53:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-04 20:56:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-12-04 21:30:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-05 00:00:00""}]",Applied mitigation at 21:30:00 by rolling back production deployment DEP-0615 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0615,PR-0308,,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0298,Database connection pool exhaustion on atlaspay-portal,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on database, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-06 08:59:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-06 09:13:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-12-06 10:14:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-06 11:45:00""}]",Applied mitigation at 10:14:00 by rolling back production deployment DEP-0617 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0617,PR-0306,ADR-0073,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0299,Unoptimized query on visionai-training database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-09 01:40:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-09 01:44:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-12-09 03:07:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-09 04:38:00""}]",Applied mitigation at 03:07:00 by rolling back production deployment DEP-0619 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0619,PR-0295,ADR-0072,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0300,Cache stampede in platform-monitoring for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-09 15:48:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-09 15:52:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-12-09 16:37:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-09 19:15:00""}]",Applied mitigation at 16:37:00 by rolling back production deployment DEP-0622 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0622,PR-0313,ADR-0077,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0301,Database connection pool exhaustion on novacommerce-cart,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on database, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-11 09:11:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-11 09:14:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-12-11 10:39:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-11 13:14:00""}]",Applied mitigation at 10:39:00 by rolling back production deployment DEP-0624 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0624,PR-0311,ADR-0078,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0302,Message lag spike on Kafka partition for atlaspay-gateway,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-11 12:38:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-11 12:52:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-12-11 14:10:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-11 15:44:00""}]",Applied mitigation at 14:10:00 by rolling back production deployment DEP-0626 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0626,PR-0314,ADR-0079,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0303,Cache stampede in novacommerce-cart for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-11 13:52:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-11 14:02:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-12-11 14:49:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-11 16:13:00""}]",Applied mitigation at 14:49:00 by rolling back production deployment DEP-0628 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0628,PR-0317,ADR-0076,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0304,Cache stampede in platform-monitoring for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-14 07:24:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-14 07:32:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-12-14 07:52:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-14 11:28:00""}]",Applied mitigation at 07:52:00 by rolling back production deployment DEP-0633 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0633,PR-0322,ADR-0077,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0305,Cache stampede in novacommerce-ui for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-14 15:22:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-14 15:31:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-12-14 16:03:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-14 19:04:00""}]",Applied mitigation at 16:03:00 by rolling back production deployment DEP-0631 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0631,PR-0321,,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0306,Out of memory (OOM) crash in novacommerce-cart pod during batch processing,A memory leak in the Go/Python worker loop processing batch uploads. The worker accumulated pointers in a global slice and did not trigger garbage collection timely. Pod reached K8s limit (1Gi) and got OOMKilled.,P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-15 17:10:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-15 17:25:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-12-15 18:41:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-15 19:55:00""}]",Applied mitigation at 18:41:00 by rolling back production deployment DEP-0635 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0635,PR-0318,ADR-0076,"Profile heap usage during batch tasks, reuse object buffers, and add strict memory limits to K8s configs with warnings at 80% usage."
INC-0307,Cache stampede in platform-monitoring for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-16 15:00:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-16 15:09:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-12-16 15:43:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-16 18:21:00""}]",Applied mitigation at 15:43:00 by rolling back production deployment DEP-0637 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0637,PR-0330,ADR-0077,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0308,Message lag spike on Kafka partition for novacommerce-cart,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-18 14:53:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-18 14:59:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-12-18 15:44:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-18 16:54:00""}]",Applied mitigation at 15:44:00 by rolling back production deployment DEP-0641 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0641,PR-0329,ADR-0078,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
