feedback_id,sprint,project_id,adr_id,employee_id,difficulty_rating,opinion,suggestion
FDB-04270,Sprint-2021-W14,PRJ-009,ADR-0440,EMP-094,3,"Regarding ADR-0440 (Migrate insightcrm-ui frontend architecture to Angular): Implementing this decision on insightcrm-ui was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0440.
FDB-04271,Sprint-2025-W05,PRJ-007,,EMP-209,1,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Refactor the billing module of atlaspay-portal; it has too much technical debt.
FDB-04272,Sprint-2023-W06,PRJ-020,ADR-0189,EMP-212,4,"Regarding ADR-0189 (Adopt MySQL for platform-k8s-mesh database storage): Implementing this decision on platform-k8s-mesh was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0189.
FDB-04273,Sprint-2024-W23,PRJ-003,ADR-0044,EMP-223,5,Regarding ADR-0044 (Use Nomad to deploy novacommerce-cart to AWS): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0044.
FDB-04274,Sprint-2025-W01,PRJ-015,ADR-0144,EMP-040,3,"Regarding ADR-0144 (Implement Redis cache layer for visionai-training): Implementing this decision on visionai-training was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0144.
FDB-04275,Sprint-2024-W45,PRJ-007,,EMP-234,5,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Set up an internal knowledge base detailing API interface contracts.
FDB-04276,Sprint-2022-W44,PRJ-007,,EMP-159,4,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Set up an internal knowledge base detailing API interface contracts.
FDB-04277,Sprint-2024-W31,PRJ-012,,EMP-069,3,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Provide sandbox credentials for local database testing.
FDB-04278,Sprint-2025-W41,PRJ-012,ADR-0331,EMP-207,4,Regarding ADR-0331 (Implement Memcached cache layer for cloudsync-storage): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0331.
FDB-04279,Sprint-2025-W11,PRJ-001,,EMP-227,1,"Terraform configurations are clean, but applying them in dev environment is slow.",Provide sandbox credentials for local database testing.
FDB-04280,Sprint-2024-W25,PRJ-010,ADR-0081,EMP-099,2,Regarding ADR-0081 (Adopt MySQL for insightcrm-analytics database storage): The team found the design in ADR-0081 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0081.
FDB-04281,Sprint-2022-W16,PRJ-019,,EMP-162,4,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Refactor the billing module of fusionerp-frontend; it has too much technical debt.
FDB-04282,Sprint-2025-W27,PRJ-025,,EMP-090,4,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Improve CI build times for devops-ci-cd repository. Currently taking > 15 minutes.
FDB-04283,Sprint-2023-W14,PRJ-010,,EMP-214,1,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Refactor the billing module of insightcrm-analytics; it has too much technical debt.
FDB-04284,Sprint-2022-W34,PRJ-017,ADR-0084,EMP-093,3,"Regarding ADR-0084 (Introduce NATS for decoupled communications in fusionerp-core): Implementing this decision on fusionerp-core was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0084.
FDB-04285,Sprint-2022-W46,PRJ-014,,EMP-119,4,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Provide sandbox credentials for local database testing.
FDB-04286,Sprint-2023-W28,PRJ-003,,EMP-185,5,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Refactor the billing module of novacommerce-cart; it has too much technical debt.
FDB-04287,Sprint-2025-W11,PRJ-025,ADR-0362,EMP-067,2,Regarding ADR-0362 (Introduce Kafka for decoupled communications in devops-ci-cd): We hit some performance hiccups under load on devops-ci-cd after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0362.
FDB-04288,Sprint-2024-W11,PRJ-020,,EMP-223,2,"Terraform configurations are clean, but applying them in dev environment is slow.",Refactor the billing module of platform-k8s-mesh; it has too much technical debt.
FDB-04289,Sprint-2024-W37,PRJ-017,ADR-0009,EMP-163,3,"Regarding ADR-0009 (Introduce AWS SQS for decoupled communications in fusionerp-core): Implementing this decision on fusionerp-core was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0009.
FDB-04290,Sprint-2023-W24,PRJ-006,,EMP-059,2,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Enforce standard code linter rules globally.
FDB-04291,Sprint-2022-W34,PRJ-019,,EMP-078,3,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Improve CI build times for fusionerp-frontend repository. Currently taking > 15 minutes.
FDB-04292,Sprint-2024-W47,PRJ-025,,EMP-121,5,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Provide sandbox credentials for local database testing.
FDB-04293,Sprint-2024-W25,PRJ-004,ADR-0173,EMP-088,5,"Regarding ADR-0173 (Implement Memcached cache layer for novacommerce-checkout): Implementing this decision on novacommerce-checkout was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0173.
FDB-04294,Sprint-2023-W26,PRJ-013,,EMP-074,2,"Terraform configurations are clean, but applying them in dev environment is slow.",Provide sandbox credentials for local database testing.
FDB-04295,Sprint-2021-W50,PRJ-017,,EMP-041,3,"Terraform configurations are clean, but applying them in dev environment is slow.",Enforce standard code linter rules globally.
FDB-04296,Sprint-2023-W06,PRJ-019,,EMP-041,3,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Improve CI build times for fusionerp-frontend repository. Currently taking > 15 minutes.
FDB-04297,Sprint-2024-W01,PRJ-006,,EMP-036,4,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Set up an internal knowledge base detailing API interface contracts.
FDB-04298,Sprint-2024-W15,PRJ-003,ADR-0278,EMP-221,2,"Regarding ADR-0278 (Introduce AWS SQS for decoupled communications in novacommerce-cart): Implementing this decision on novacommerce-cart was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0278.
FDB-04299,Sprint-2023-W42,PRJ-005,ADR-0370,EMP-042,3,Regarding ADR-0370 (Adopt Cassandra for atlaspay-gateway database storage): We hit some performance hiccups under load on atlaspay-gateway after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0370.
FDB-04300,Sprint-2021-W16,PRJ-001,ADR-0480,EMP-223,3,Regarding ADR-0480 (Migrate novacommerce-api frontend architecture to React / Next.js): We hit some performance hiccups under load on novacommerce-api after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0480.
FDB-04301,Sprint-2023-W46,PRJ-005,,EMP-103,2,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Improve CI build times for atlaspay-gateway repository. Currently taking > 15 minutes.
FDB-04302,Sprint-2024-W27,PRJ-007,ADR-0045,EMP-152,3,Regarding ADR-0045 (Introduce Kafka for decoupled communications in atlaspay-portal): We hit some performance hiccups under load on atlaspay-portal after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0045.
FDB-04303,Sprint-2021-W08,PRJ-010,ADR-0385,EMP-020,4,Regarding ADR-0385 (Implement Redis cache layer for insightcrm-analytics): The team found the design in ADR-0385 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0385.
FDB-04304,Sprint-2021-W18,PRJ-015,,EMP-011,4,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Provide sandbox credentials for local database testing.
FDB-04305,Sprint-2022-W32,PRJ-025,,EMP-107,3,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Improve CI build times for devops-ci-cd repository. Currently taking > 15 minutes.
FDB-04306,Sprint-2021-W24,PRJ-009,ADR-0312,EMP-093,3,Regarding ADR-0312 (Implement Memcached cache layer for insightcrm-ui): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0312.
FDB-04307,Sprint-2021-W14,PRJ-022,,EMP-138,1,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Refactor the billing module of platform-monitoring; it has too much technical debt.
FDB-04308,Sprint-2021-W50,PRJ-007,ADR-0216,EMP-161,3,Regarding ADR-0216 (Adopt MongoDB for atlaspay-portal database storage): The team found the design in ADR-0216 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0216.
FDB-04309,Sprint-2025-W45,PRJ-003,ADR-0044,EMP-148,2,"Regarding ADR-0044 (Use Nomad to deploy novacommerce-cart to AWS): Implementing this decision on novacommerce-cart was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0044.
FDB-04310,Sprint-2022-W30,PRJ-001,ADR-0257,EMP-138,3,Regarding ADR-0257 (Introduce AWS SQS for decoupled communications in novacommerce-api): We hit some performance hiccups under load on novacommerce-api after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0257.
FDB-04311,Sprint-2021-W28,PRJ-001,ADR-0025,EMP-121,4,"Regarding ADR-0025 (Use AWS ECS to deploy novacommerce-api to AWS): Implementing this decision on novacommerce-api was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0025.
FDB-04312,Sprint-2023-W02,PRJ-024,,EMP-028,1,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Improve CI build times for security-scanner repository. Currently taking > 15 minutes.
FDB-04313,Sprint-2022-W18,PRJ-017,,EMP-188,5,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Set up an internal knowledge base detailing API interface contracts.
FDB-04314,Sprint-2023-W20,PRJ-003,ADR-0491,EMP-154,4,Regarding ADR-0491 (Implement Memcached cache layer for novacommerce-cart): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0491.
FDB-04315,Sprint-2025-W27,PRJ-002,ADR-0254,EMP-003,3,Regarding ADR-0254 (Use AWS ECS to deploy novacommerce-ui to AWS): The team found the design in ADR-0254 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0254.
FDB-04316,Sprint-2025-W15,PRJ-010,,EMP-069,5,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Refactor the billing module of insightcrm-analytics; it has too much technical debt.
FDB-04317,Sprint-2025-W21,PRJ-004,ADR-0359,EMP-250,3,Regarding ADR-0359 (Use Nomad to deploy novacommerce-checkout to AWS): The team found the design in ADR-0359 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0359.
FDB-04318,Sprint-2024-W23,PRJ-015,,EMP-048,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Set up an internal knowledge base detailing API interface contracts.
FDB-04319,Sprint-2023-W40,PRJ-017,,EMP-169,3,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Improve CI build times for fusionerp-core repository. Currently taking > 15 minutes.
FDB-04320,Sprint-2025-W49,PRJ-024,,EMP-238,3,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Set up an internal knowledge base detailing API interface contracts.
FDB-04321,Sprint-2021-W20,PRJ-016,ADR-0131,EMP-099,2,Regarding ADR-0131 (Migrate visionai-pipeline frontend architecture to React / Next.js): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0131.
FDB-04322,Sprint-2025-W07,PRJ-017,ADR-0319,EMP-103,3,Regarding ADR-0319 (Use Kubernetes to deploy fusionerp-core to AWS): We hit some performance hiccups under load on fusionerp-core after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0319.
FDB-04323,Sprint-2021-W40,PRJ-022,ADR-0321,EMP-215,2,Regarding ADR-0321 (Use Kubernetes to deploy platform-monitoring to AWS): The team found the design in ADR-0321 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0321.
FDB-04324,Sprint-2022-W50,PRJ-009,ADR-0413,EMP-159,3,Regarding ADR-0413 (Implement Redis cache layer for insightcrm-ui): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0413.
FDB-04325,Sprint-2025-W27,PRJ-024,ADR-0281,EMP-250,4,"Regarding ADR-0281 (Use Nomad to deploy security-scanner to AWS): Implementing this decision on security-scanner was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0281.
FDB-04326,Sprint-2025-W23,PRJ-007,,EMP-131,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Set up an internal knowledge base detailing API interface contracts.
FDB-04327,Sprint-2021-W18,PRJ-020,,EMP-036,1,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Refactor the billing module of platform-k8s-mesh; it has too much technical debt.
FDB-04328,Sprint-2025-W41,PRJ-011,,EMP-174,2,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Improve CI build times for cloudsync-daemon repository. Currently taking > 15 minutes.
FDB-04329,Sprint-2023-W10,PRJ-023,ADR-0493,EMP-007,4,Regarding ADR-0493 (Implement Memcached cache layer for security-auth-proxy): We hit some performance hiccups under load on security-auth-proxy after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0493.
FDB-04330,Sprint-2022-W08,PRJ-017,,EMP-248,2,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Provide sandbox credentials for local database testing.
FDB-04331,Sprint-2021-W42,PRJ-011,ADR-0323,EMP-039,1,"Regarding ADR-0323 (Adopt DynamoDB for cloudsync-daemon database storage): Implementing this decision on cloudsync-daemon was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0323.
FDB-04332,Sprint-2023-W20,PRJ-008,,EMP-236,3,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Enforce standard code linter rules globally.
FDB-04333,Sprint-2024-W25,PRJ-019,,EMP-137,1,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Refactor the billing module of fusionerp-frontend; it has too much technical debt.
FDB-04334,Sprint-2021-W02,PRJ-016,ADR-0411,EMP-161,3,Regarding ADR-0411 (Introduce AWS SQS for decoupled communications in visionai-pipeline): The team found the design in ADR-0411 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0411.
FDB-04335,Sprint-2023-W46,PRJ-003,ADR-0466,EMP-250,1,Regarding ADR-0466 (Use Kubernetes to deploy novacommerce-cart to AWS): We hit some performance hiccups under load on novacommerce-cart after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0466.
FDB-04336,Sprint-2021-W14,PRJ-002,,EMP-164,1,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Provide sandbox credentials for local database testing.
FDB-04337,Sprint-2021-W04,PRJ-016,,EMP-072,2,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Set up an internal knowledge base detailing API interface contracts.
FDB-04338,Sprint-2025-W13,PRJ-013,ADR-0298,EMP-107,2,Regarding ADR-0298 (Migrate cloudsync-desktop frontend architecture to Vue.js): We hit some performance hiccups under load on cloudsync-desktop after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0298.
FDB-04339,Sprint-2024-W19,PRJ-007,,EMP-232,3,"Terraform configurations are clean, but applying them in dev environment is slow.",Provide sandbox credentials for local database testing.
FDB-04340,Sprint-2023-W46,PRJ-006,,EMP-224,3,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Provide sandbox credentials for local database testing.
FDB-04341,Sprint-2021-W28,PRJ-022,ADR-0402,EMP-006,3,"Regarding ADR-0402 (Implement Redis cache layer for platform-monitoring): Implementing this decision on platform-monitoring was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0402.
FDB-04342,Sprint-2024-W25,PRJ-014,ADR-0274,EMP-187,4,Regarding ADR-0274 (Implement Redis cache layer for visionai-inference): We hit some performance hiccups under load on visionai-inference after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0274.
FDB-04343,Sprint-2021-W42,PRJ-008,,EMP-179,3,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Provide sandbox credentials for local database testing.
FDB-04344,Sprint-2023-W30,PRJ-010,,EMP-020,3,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Provide sandbox credentials for local database testing.
FDB-04345,Sprint-2023-W24,PRJ-005,ADR-0300,EMP-147,3,Regarding ADR-0300 (Migrate atlaspay-gateway frontend architecture to Vue.js): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0300.
FDB-04346,Sprint-2021-W06,PRJ-012,,EMP-023,3,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Provide sandbox credentials for local database testing.
FDB-04347,Sprint-2023-W42,PRJ-015,,EMP-219,4,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Provide sandbox credentials for local database testing.
FDB-04348,Sprint-2021-W30,PRJ-011,,EMP-153,2,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Provide sandbox credentials for local database testing.
FDB-04349,Sprint-2022-W06,PRJ-018,ADR-0089,EMP-166,3,Regarding ADR-0089 (Migrate fusionerp-payroll frontend architecture to Vue.js): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0089.
FDB-04350,Sprint-2023-W06,PRJ-003,,EMP-149,3,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Enforce standard code linter rules globally.
FDB-04351,Sprint-2021-W06,PRJ-004,ADR-0227,EMP-073,3,Regarding ADR-0227 (Migrate novacommerce-checkout frontend architecture to React / Next.js): We hit some performance hiccups under load on novacommerce-checkout after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0227.
FDB-04352,Sprint-2022-W48,PRJ-018,,EMP-061,4,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Improve CI build times for fusionerp-payroll repository. Currently taking > 15 minutes.
FDB-04353,Sprint-2022-W04,PRJ-022,,EMP-198,2,"Terraform configurations are clean, but applying them in dev environment is slow.",Refactor the billing module of platform-monitoring; it has too much technical debt.
FDB-04354,Sprint-2025-W15,PRJ-008,ADR-0071,EMP-038,3,Regarding ADR-0071 (Implement Redis cache layer for insightcrm-api): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0071.
FDB-04355,Sprint-2024-W19,PRJ-018,ADR-0307,EMP-167,3,Regarding ADR-0307 (Adopt MySQL for fusionerp-payroll database storage): We hit some performance hiccups under load on fusionerp-payroll after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0307.
FDB-04356,Sprint-2021-W12,PRJ-006,,EMP-125,3,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Provide sandbox credentials for local database testing.
FDB-04357,Sprint-2024-W03,PRJ-002,ADR-0050,EMP-024,3,Regarding ADR-0050 (Implement Memcached cache layer for novacommerce-ui): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0050.
FDB-04358,Sprint-2021-W28,PRJ-017,,EMP-187,3,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Enforce standard code linter rules globally.
FDB-04359,Sprint-2024-W19,PRJ-018,,EMP-220,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Refactor the billing module of fusionerp-payroll; it has too much technical debt.
FDB-04360,Sprint-2022-W26,PRJ-021,,EMP-131,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Refactor the billing module of platform-logging; it has too much technical debt.
FDB-04361,Sprint-2025-W37,PRJ-015,,EMP-087,2,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Set up an internal knowledge base detailing API interface contracts.
FDB-04362,Sprint-2021-W16,PRJ-009,ADR-0262,EMP-120,1,Regarding ADR-0262 (Migrate insightcrm-ui frontend architecture to Angular): The team found the design in ADR-0262 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0262.
FDB-04363,Sprint-2025-W13,PRJ-018,,EMP-194,3,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Provide sandbox credentials for local database testing.
FDB-04364,Sprint-2021-W14,PRJ-007,,EMP-176,3,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Refactor the billing module of atlaspay-portal; it has too much technical debt.
FDB-04365,Sprint-2022-W34,PRJ-020,,EMP-172,4,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Refactor the billing module of platform-k8s-mesh; it has too much technical debt.
FDB-04366,Sprint-2021-W08,PRJ-013,,EMP-103,3,"Terraform configurations are clean, but applying them in dev environment is slow.",Provide sandbox credentials for local database testing.
FDB-04367,Sprint-2021-W20,PRJ-009,,EMP-167,1,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Refactor the billing module of insightcrm-ui; it has too much technical debt.
FDB-04368,Sprint-2021-W42,PRJ-002,,EMP-047,4,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Enforce standard code linter rules globally.
FDB-04369,Sprint-2025-W29,PRJ-013,,EMP-140,1,"Terraform configurations are clean, but applying them in dev environment is slow.",Provide sandbox credentials for local database testing.
FDB-04370,Sprint-2025-W25,PRJ-024,,EMP-199,2,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Provide sandbox credentials for local database testing.
FDB-04371,Sprint-2022-W40,PRJ-021,,EMP-085,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Improve CI build times for platform-logging repository. Currently taking > 15 minutes.
FDB-04372,Sprint-2022-W04,PRJ-008,ADR-0467,EMP-248,3,"Regarding ADR-0467 (Implement Redis cache layer for insightcrm-api): Implementing this decision on insightcrm-api was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0467.
FDB-04373,Sprint-2023-W22,PRJ-016,,EMP-153,3,"Terraform configurations are clean, but applying them in dev environment is slow.",Enforce standard code linter rules globally.
FDB-04374,Sprint-2025-W33,PRJ-015,,EMP-075,2,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Enforce standard code linter rules globally.
FDB-04375,Sprint-2021-W00,PRJ-004,,EMP-016,3,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Improve CI build times for novacommerce-checkout repository. Currently taking > 15 minutes.
FDB-04376,Sprint-2023-W32,PRJ-018,,EMP-140,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Improve CI build times for fusionerp-payroll repository. Currently taking > 15 minutes.
FDB-04377,Sprint-2024-W15,PRJ-003,,EMP-121,3,"Terraform configurations are clean, but applying them in dev environment is slow.",Refactor the billing module of novacommerce-cart; it has too much technical debt.
FDB-04378,Sprint-2025-W49,PRJ-025,,EMP-118,5,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Refactor the billing module of devops-ci-cd; it has too much technical debt.
FDB-04379,Sprint-2022-W42,PRJ-009,ADR-0314,EMP-100,5,Regarding ADR-0314 (Use Nomad to deploy insightcrm-ui to AWS): The team found the design in ADR-0314 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0314.
FDB-04380,Sprint-2021-W24,PRJ-017,,EMP-183,2,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Provide sandbox credentials for local database testing.
FDB-04381,Sprint-2022-W20,PRJ-020,,EMP-180,2,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Improve CI build times for platform-k8s-mesh repository. Currently taking > 15 minutes.
FDB-04382,Sprint-2022-W40,PRJ-018,,EMP-018,3,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Refactor the billing module of fusionerp-payroll; it has too much technical debt.
FDB-04383,Sprint-2025-W39,PRJ-012,,EMP-091,3,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Enforce standard code linter rules globally.
FDB-04384,Sprint-2025-W13,PRJ-011,ADR-0105,EMP-018,5,Regarding ADR-0105 (Use AWS ECS to deploy cloudsync-daemon to AWS): The team found the design in ADR-0105 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0105.
FDB-04385,Sprint-2021-W30,PRJ-015,,EMP-004,4,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Provide sandbox credentials for local database testing.
FDB-04386,Sprint-2025-W21,PRJ-010,,EMP-175,5,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Improve CI build times for insightcrm-analytics repository. Currently taking > 15 minutes.
FDB-04387,Sprint-2025-W09,PRJ-023,ADR-0215,EMP-189,3,Regarding ADR-0215 (Migrate security-auth-proxy frontend architecture to Svelte): We hit some performance hiccups under load on security-auth-proxy after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0215.
FDB-04388,Sprint-2023-W32,PRJ-015,,EMP-176,3,"Terraform configurations are clean, but applying them in dev environment is slow.",Improve CI build times for visionai-training repository. Currently taking > 15 minutes.
FDB-04389,Sprint-2023-W44,PRJ-016,ADR-0419,EMP-172,3,Regarding ADR-0419 (Use Nomad to deploy visionai-pipeline to AWS): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0419.
FDB-04390,Sprint-2022-W10,PRJ-001,ADR-0136,EMP-234,4,Regarding ADR-0136 (Adopt MySQL for novacommerce-api database storage): We hit some performance hiccups under load on novacommerce-api after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0136.
FDB-04391,Sprint-2021-W16,PRJ-020,,EMP-162,3,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Enforce standard code linter rules globally.
FDB-04392,Sprint-2022-W22,PRJ-021,,EMP-239,1,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Provide sandbox credentials for local database testing.
FDB-04393,Sprint-2021-W30,PRJ-007,,EMP-083,2,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Set up an internal knowledge base detailing API interface contracts.
FDB-04394,Sprint-2023-W44,PRJ-001,,EMP-039,1,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Improve CI build times for novacommerce-api repository. Currently taking > 15 minutes.
FDB-04395,Sprint-2023-W26,PRJ-023,,EMP-187,2,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Provide sandbox credentials for local database testing.
FDB-04396,Sprint-2021-W02,PRJ-001,,EMP-196,2,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Enforce standard code linter rules globally.
FDB-04397,Sprint-2024-W49,PRJ-011,ADR-0448,EMP-106,2,Regarding ADR-0448 (Implement Redis cache layer for cloudsync-daemon): The team found the design in ADR-0448 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0448.
FDB-04398,Sprint-2022-W18,PRJ-004,ADR-0243,EMP-176,5,Regarding ADR-0243 (Use AWS ECS to deploy novacommerce-checkout to AWS): The team found the design in ADR-0243 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0243.
FDB-04399,Sprint-2025-W37,PRJ-015,ADR-0133,EMP-058,3,Regarding ADR-0133 (Introduce Kafka for decoupled communications in visionai-training): The team found the design in ADR-0133 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0133.
FDB-04400,Sprint-2024-W15,PRJ-018,,EMP-011,4,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Improve CI build times for fusionerp-payroll repository. Currently taking > 15 minutes.
